TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TimeSinceLastTransaction,TransactionFrequency,AvgTransactionAmount,AnomalyScore,Anomaly,DBSCAN_Cluster,KMeans_Cluster
-0.8300227218039142,1,40,192,219,8,0,-1.443277355155591,3,-0.03778868534547408,-0.2067936485059295,-1.2493091360192947,-0.7915265815023965,-2.2672535044295334,-1.9444037854721719,1,0,-1,0
0.023009576293391343,1,21,665,523,4,1,-0.9935525520109589,3,-1.2386493656734576,-0.2067936485059295,-1.0885928981884585,0.1960074963397368,0.3949500495407011,0.4071336759912403,1,0,-1,2
0.47167462211379824,1,6,288,286,50,1,1.6485806664637546,2,-0.42377961830804023,-0.2067936485059295,-0.11307799983191522,0.8545225724693234,-0.04875054278767131,-0.16590706441349756,1,0,-1,4
-0.4560095647161482,1,3,101,43,69,1,-1.0497681524040379,3,-0.6382190255094659,-0.2067936485059295,-0.9243280934140357,1.5119740289333727,-0.04875054278767131,0.00029070605418854,1,0,-1,0
0.7285196013834677,1,28,382,245,89,2,-1.443277355155591,3,-0.20934021110661458,-0.2067936485059295,-1.1108765653175832,0.9010097381825892,1.282351234197446,1.3442655298377895,1,0,-1,1
1.128193274607419,1,10,276,574,22,2,-1.0497681524040379,3,0.2624264847365218,-0.2067936485059295,-1.243227343540836,1.3618493474487166,-0.9361517274444162,0.7343765605533317,1,0,-1,4
-0.9441417862226509,0,34,294,76,54,2,-0.20653414650785276,1,0.7913770225000384,-0.2067936485059295,-0.9689877314367137,-0.9416790124258407,-0.04875054278767131,-0.021552429492992985,1,0,-1,0
0.43765473890521056,0,18,641,109,39,2,1.3675026644983594,2,0.019395156574906088,-0.2067936485059295,-0.30941323475834487,-1.3364800719794465,-0.4924511351160437,-0.7445053741844697,1,0,-1,1
0.43498248221813124,1,29,580,231,14,2,0.35562185742293734,1,2.0637175052284973,-0.2067936485059295,0.017831814068870102,-1.2609731961098707,-0.04875054278767131,-0.2561955916293434,1,0,-1,1
-0.7268667617424263,1,41,229,278,77,1,1.2550714637122016,0,0.3624982080971871,-0.2067936485059295,2.5103026729525246,-0.26472307395515365,-1.3798523197727885,-0.37637965341221336,1,0,-1,0
-0.4388454544568306,1,36,427,428,35,1,-0.9373369516178799,3,0.319610326656902,-0.2067936485059295,-1.0757037030833945,0.6002998433507276,-0.4924511351160437,-0.8777792660019214,1,0,-1,4
-0.6610881355989335,1,29,622,245,94,0,0.9739934617468065,2,-0.42377961830804023,-0.2067936485059295,-0.1632040719035283,-0.9224974033010988,-1.3798523197727885,-0.13633255572101843,1,0,-1,1
0.06631383850452403,1,23,12,540,51,1,-1.105983752797117,3,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,0.28103068857227087,-0.04875054278767131,-0.5993990036744049,1,0,-1,3
-0.8121391578211521,0,8,447,0,94,1,0.6929154597814113,2,-0.9670261165516518,-0.2067936485059295,-0.40495019493534623,1.5221047505174914,-0.4924511351160437,-1.2462848673923899,1,0,-1,1
-0.017245572518381578,0,9,301,293,74,1,1.3112870641052805,2,-0.8383624722307964,-0.2067936485059295,-0.12202890098802778,-1.1669973819964208,2.169752418854191,-0.13346764299212224,1,0,-1,4
0.3046585791713361,1,16,143,246,63,1,0.1869750562437003,1,-1.3101291680739329,-0.2067936485059295,0.13238078572469533,-0.24609971824602514,-0.4924511351160437,-0.17526229344086988,1,0,-1,0
-0.6355989179683301,1,18,87,290,63,1,-1.218414953583275,3,-0.9813220770317469,-0.2067936485059295,-1.0727756225562444,0.835231597909359,1.282351234197446,-0.2503948324240191,1,0,-1,0
0.9281851394898614,1,16,227,376,93,0,0.07454385545754227,1,0.4625699314578524,-0.2067936485059295,0.09886939125022053,0.8737181107241234,0.8386506418690736,-1.0586031090746693,1,0,-1,4
-0.11512553860794346,1,9,277,511,86,1,1.9296586684291497,2,1.5347669674649806,1.4528410002061958,-0.2408315377879352,-0.47184727913652325,0.3949500495407011,-0.030894664615919235,1,0,-1,4
0.17830880145404376,1,19,499,566,96,2,0.1869750562437003,1,1.5204710069848855,-0.2067936485059295,0.3941670816113332,1.173817082617339,0.3949500495407011,0.4631756215189931,1,0,-1,2
1.0408310367605926,0,30,531,77,0,1,0.6366998593883324,1,-0.22363617158670962,-0.2067936485059295,0.8573960873894472,-0.3395709278588514,-0.4924511351160437,0.2733713662360875,1,0,-1,1
-0.9997795408356885,1,5,446,156,70,2,0.2994062570298583,0,0.062283038015191215,-0.2067936485059295,2.2752408808614075,1.126479151757238,0.3949500495407011,-0.3256766739170758,1,0,-1,1
-0.3297968258033214,0,26,96,126,2,1,-0.15031854611477377,1,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,-0.9228090675861508,1.282351234197446,-1.2204815209872766,1,0,-1,0
0.002830612335830326,1,16,420,571,4,1,0.6366998593883324,2,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,-0.6692616836327201,-0.4924511351160437,0.2896634293692579,1,0,-1,4
0.765588597991415,1,0,295,88,62,1,-1.105983752797117,3,0.11946687993557138,-0.2067936485059295,-0.8109611227415868,-0.7341142985063808,2.613453011182563,1.3370825758948395,1,0,-1,0
-0.6177496136866844,0,2,126,440,56,2,0.8615622609606484,1,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,-1.374250866916143,-1.3798523197727885,-1.0422140693752302,1,0,-1,3
-0.3716279208664489,0,16,664,78,39,1,-0.7124745500455638,1,-0.23793213206680466,-0.2067936485059295,-1.0607992091216405,1.2301878366775194,-1.3798523197727885,0.1590915053292286,1,0,-1,1
-0.5620090799702975,1,1,196,422,90,0,-0.03788734532861574,1,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,0.12052325530650548,-0.04875054278767131,-0.5216438616439294,1,0,-1,3
-0.5289142086918527,1,9,395,501,65,2,-0.5438277488663268,1,0.21953860329623667,-0.2067936485059295,0.3231957427396068,-1.6279582182225858,0.3949500495407011,-1.5820228991596341,1,0,-1,4
-0.9346861087145238,1,4,176,566,69,0,0.9739934617468065,2,-0.9241382351113667,-0.2067936485059295,0.19273719168713907,-0.010280416931498506,-0.04875054278767131,0.00029070605418854,1,0,-1,3
-0.2181444598649658,0,17,286,150,45,2,-1.0497681524040379,3,2.292452872910018,-0.2067936485059295,0.3649375562089603,1.0046139546274344,0.8386506418690736,0.1274269844326788,1,0,-1,0
3.134475631685065,1,16,225,277,35,1,-1.387061754762512,3,-1.367313009994313,-0.2067936485059295,-1.155938750312908,0.854074337416904,1.282351234197446,1.1371949233707126,1,0,-1,0
-0.2243112060659182,1,29,72,160,65,0,-0.4313965480801688,1,-0.9813220770317469,-0.2067936485059295,0.40397435658186615,1.6535985676213474,-0.4924511351160437,-0.7252438217117559,1,0,-1,0
-0.4623818691237991,1,18,69,484,59,2,-1.274630553976354,3,-0.09497252726585426,-0.2067936485059295,-1.1487031607790925,-0.21727686587311565,-0.4924511351160437,0.011895791418998589,1,0,-1,3
-0.7059683440614207,1,25,351,582,94,1,-0.03788734532861574,0,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,-1.0734280155452158,-0.9361517274444162,-0.8320491301729535,1,0,-1,4
-0.6074374436506471,1,24,544,186,44,1,-1.443277355155591,3,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,1.560085244154361,0.8386506418690736,0.3224502032189053,1,0,-1,1
-0.4225720964265394,1,39,360,87,31,2,0.2994062570298583,0,-0.7525867093502262,-0.2067936485059295,1.3881555528208673,0.11218101225759268,1.282351234197446,0.4065757024473879,1,0,-1,1
-0.3901624191704226,1,10,471,556,73,0,-0.3751809476870898,1,-0.2522280925468997,-0.2067936485059295,-1.169638167350178,-0.1512866328304837,-2.2672535044295334,-0.9139909846506231,1,0,-1,2
0.16374842847957272,0,31,95,88,80,2,0.7491310601744904,1,-0.5667392231089906,-0.2067936485059295,0.34297438826187915,1.0329508109469072,-0.4924511351160437,0.4807861837797599,1,0,-1,0
2.1410813381138585,1,11,201,328,3,0,1.0302090621398854,2,-0.46666749974832533,-0.2067936485059295,-0.10216564368169591,-1.5341269188334896,-0.04875054278767131,0.38367585672982807,1,0,-1,3
-0.12910349666343562,1,10,596,406,27,2,0.2431906566367793,0,0.7198972200995631,-0.2067936485059295,0.5288382739125815,1.164312410136539,-0.04875054278767131,1.0239218352759691,1,0,-1,2
-0.48951555240798983,1,36,477,200,29,2,-0.6000433492594058,0,0.5340497338583277,-0.2067936485059295,-0.920623122869612,-0.020319837420938888,0.3949500495407011,-1.1813023512585523,1,0,-1,1
3.571903495539292,0,2,557,193,11,2,0.5242686586021743,1,-1.2815372471137427,-0.2067936485059295,0.9076477951404213,0.8073615850894925,-0.4924511351160437,2.768207898970607,-1,1,-1,1
-0.9354055624379682,1,23,413,171,32,1,1.0864246625329645,0,-0.7239947883900362,-0.2067936485059295,1.219339659661426,1.0048084183416062,-0.04875054278767131,1.6103290994452537,1,0,-1,1
0.9266434529396235,1,42,17,532,53,0,0.1869750562437003,0,-0.06638060630566417,-0.2067936485059295,1.3954552421910913,0.5063687548033239,1.282351234197446,-0.6038443202983159,1,0,-1,3
-0.9866238156069899,0,36,438,89,42,2,0.7491310601744904,0,0.8485608644204186,-0.2067936485059295,1.99212215941795,-0.12297567598721271,0.8386506418690736,-1.0586031090746693,1,0,-1,1
0.3267218266902993,1,18,139,246,21,2,-1.162199353190196,3,-0.2808200135070898,-0.2067936485059295,-1.1083253918285165,1.2959099339665312,-0.9361517274444162,-0.5381298779096375,1,0,-1,0
1.4366333637583906,0,25,311,12,51,2,0.8615622609606484,2,-1.2243534051933627,-0.2067936485059295,-0.2692918651534036,0.6661075830253316,-0.04875054278767131,0.3726807205266541,1,0,-1,0
-0.2526439788891831,1,18,465,90,8,0,0.4680530582090954,1,-0.9241382351113667,4.772110297630446,-0.5600769270313429,0.835260326740104,0.3949500495407011,1.1427186066724115,1,0,-1,1
-0.229313122428913,1,15,509,487,48,1,-1.330846154369433,3,0.21953860329623667,-0.2067936485059295,-1.1528363182307262,-0.9411139032665268,-0.04875054278767131,0.5785653147349943,1,0,-1,2
0.49514251737853404,1,20,625,205,46,2,-1.443277355155591,3,2.006533663308117,-0.2067936485059295,-0.9585497140759189,1.5874369409862026,1.282351234197446,-0.6038443202983159,1,0,-1,1
1.1873597784354462,1,35,174,196,92,0,-0.8811213512248008,1,-0.681106906949751,-0.2067936485059295,-1.0181061540799818,-1.1770053531219016,0.3949500495407011,0.4631756215189931,1,0,-1,0
0.723175088009309,0,23,602,272,47,1,0.35562185742293734,1,0.10517091945547634,-0.2067936485059295,0.6651273460847859,-0.08628776209121201,0.3949500495407011,0.7859556731644156,1,0,-1,1
1.9220933285778141,0,37,18,225,1,1,-0.9935525520109589,3,0.9343366273009888,-0.2067936485059295,-0.8310782154000972,-0.7345845154671733,-0.9361517274444162,0.5108021030497389,1,0,-1,0
-0.932664786348656,1,21,187,490,6,0,0.6929154597814113,1,-0.5953311440691808,-0.2067936485059295,-1.2597574093539148,0.11148422929069744,0.3949500495407011,0.4071336759912403,1,0,-1,3
-0.5138056804995192,1,5,91,144,27,1,1.4799338652845175,2,0.19094668233604659,-0.2067936485059295,-0.7688141983061302,0.5441231177194048,1.282351234197446,-0.2743380122338507,1,0,-1,0
-0.6254923061389914,1,35,511,94,3,1,-0.4313965480801688,0,0.7913770225000384,-0.2067936485059295,0.6485254884549293,0.6376992310929818,-0.4924511351160437,-0.9772972871109423,1,0,-1,1
0.2938667733196694,1,13,310,232,65,1,-0.8249057508317219,1,-1.367313009994313,-0.2067936485059295,0.9711450930868917,-1.524390892208129,1.282351234197446,1.1371949233707126,1,0,-1,0
-0.6819522935788226,0,12,511,398,94,2,-1.387061754762512,3,0.677009338659278,-0.2067936485059295,1.0946013780100716,0.3462210848498427,-1.3798523197727885,2.0489173244645666,1,0,-1,2
-0.7343696362869184,0,13,589,327,8,1,0.5804842589952534,0,0.6341214572189929,-0.2067936485059295,-1.008416822808441,0.9676490904501985,-0.4924511351160437,-0.6357899617697277,1,0,-1,2
-0.34750909128050156,1,41,160,315,98,1,-0.9935525520109589,1,0.37679416857728215,-0.2067936485059295,1.1036856068259144,-1.2332631506430163,0.8386506418690736,0.3224502032189053,1,0,-1,3
-0.5743768320733188,1,19,627,36,44,0,-0.7124745500455638,1,1.649134651305741,-0.2067936485059295,0.7283323487772326,-1.7315216266692135,0.3949500495407011,-0.40343372681585227,1,0,-1,1
0.0318828388825395,1,7,77,584,46,2,0.07454385545754227,1,-0.9813220770317469,-0.2067936485059295,1.1034856153363193,1.3899363499977706,0.3949500495407011,-0.8367957270323009,1,0,-1,3
-0.6256293449434569,1,39,178,51,31,2,0.8053466605675694,2,-0.5667392231089906,-0.2067936485059295,0.2641879973352026,1.1174196673316568,0.8386506418690736,-0.7518729180052827,1,0,-1,0
1.572507338386043,1,34,27,222,11,1,-0.9935525520109589,3,-1.4673847333549783,-0.2067936485059295,-1.2034495490590456,-1.1391467393730415,0.3949500495407011,-0.262824393765042,1,0,-1,0
0.7063193150600389,1,20,501,344,82,2,-1.274630553976354,3,-1.2100574447132675,-0.2067936485059295,-1.1964831788381467,1.3625342688907964,-0.04875054278767131,1.675457223743617,1,0,-1,2
-0.529530883311948,1,35,453,286,54,0,1.0302090621398854,2,0.39109012905737717,-0.2067936485059295,0.7351346234169251,0.24291699762922017,-0.4924511351160437,-0.9928349394389315,1,0,-1,1
2.561345091708768,1,8,385,525,76,0,0.4680530582090954,2,-0.666810946469656,-0.2067936485059295,-0.8421187712231337,1.3146264407329238,-0.9361517274444162,2.91253711934271,1,0,-1,4
-0.1783346871677061,1,27,519,432,88,0,-1.105983752797117,3,0.8628568249005136,-0.2067936485059295,-1.0587351943892802,-0.9982206159718909,-0.4924511351160437,0.8454394746756854,1,0,-1,2
-0.14808337108192265,0,9,461,121,11,2,0.35562185742293734,1,0.7770810620199433,-0.2067936485059295,0.9576405395523041,-0.7153668864826715,0.8386506418690736,0.9088541233686636,1,0,-1,1
-0.28721201731563323,0,9,557,457,8,0,1.8734430680360705,2,2.321044793870208,-0.2067936485059295,-0.40654243487173863,-1.1857183504372852,-1.823552912101161,-1.205683119909282,-1,1,-1,2
0.10369117242251924,1,14,635,251,50,2,-0.2627497469009318,1,-0.22363617158670962,-0.2067936485059295,-1.1881912240003156,-1.36472725952417,-0.9361517274444162,1.878191751557982,1,0,-1,1
-1.010982463100752,1,36,653,434,41,2,0.1307594558506213,0,-0.18074829014642452,-0.2067936485059295,1.8027353467582248,0.148936068913327,-0.9361517274444162,-1.4944860222970333,1,0,-1,2
0.00851772272115303,0,2,259,555,39,2,1.3112870641052805,0,-1.038505918952127,-0.2067936485059295,2.1620739016785535,0.9012208515600337,-0.04875054278767131,0.00029070605418854,1,0,-1,4
-0.8243356114185914,0,28,250,13,85,0,-0.09410294572169475,1,0.03369111705500113,1.4528410002061958,0.1471904119285643,1.690846149610233,0.8386506418690736,0.6724185667661023,1,0,-1,0
0.37704932763029453,1,4,527,589,40,2,-1.0497681524040379,1,-0.8240665117507014,-0.2067936485059295,0.8287691004493158,0.017121881818132765,-0.04875054278767131,-0.12018762944701467,1,0,-1,2
-0.6227172703485628,1,14,643,76,85,1,-0.31896534729401077,1,0.677009338659278,-0.2067936485059295,0.3504304812329405,-0.41502045488826583,0.8386506418690736,-0.0633526735744031,1,0,-1,1
-0.8360181694992846,1,15,472,439,24,0,1.3675026644983594,2,0.019395156574906088,-0.2067936485059295,-0.8879040023731489,0.393230266476305,-0.04875054278767131,-0.38276004266879965,1,0,-1,2
-0.8025464415085594,0,11,419,509,27,2,0.07454385545754227,0,0.648417417699088,-0.2067936485059295,1.553943369708361,1.2675225845505973,0.8386506418690736,1.2235898971845218,1,0,-1,4
0.06946573100723312,1,11,303,529,75,2,-0.9935525520109589,3,-0.40948365782794516,-0.2067936485059295,-1.2739978290104745,-0.41490151317612833,-0.04875054278767131,-0.05065877545176035,1,0,-1,4
0.11667559914563566,1,32,36,375,5,2,-0.20653414650785276,1,-0.8383624722307964,-0.2067936485059295,-0.24145971618474077,0.47828479925147,-0.9361517274444162,-0.6567088103197815,1,0,-1,3
-1.0022804990171859,1,42,20,494,0,0,0.6366998593883324,2,-1.1242816818326973,-0.2067936485059295,0.11385593300257744,1.3617789400491254,-1.3798523197727885,-0.32918884985406466,1,0,-1,3
-0.2845397606285538,0,11,110,282,25,2,1.4237182648914386,0,1.8206861770668814,-0.2067936485059295,1.5479410610270494,0.28096789866568045,0.8386506418690736,1.1562948482329782,1,0,-1,0
1.0319577741714443,1,30,41,571,80,1,0.6929154597814113,0,0.5483456943384226,-0.2067936485059295,-0.9483655320673028,0.5720664761147339,-0.9361517274444162,2.56913975416511,1,0,-1,3
1.8626527471408554,1,40,268,12,82,2,-1.0497681524040379,3,-0.5667392231089906,-0.2067936485059295,-1.0283313599838995,0.3279112433883521,0.8386506418690736,-0.023144182787613217,1,0,-1,0
-0.8888466286207773,1,23,667,524,4,2,-1.0497681524040379,3,-0.16645232966632947,-0.2067936485059295,-1.2334405805179538,0.6000222401415211,0.3949500495407011,-1.5820228991596341,1,0,-1,2
2.5320187875531275,1,35,14,464,61,1,0.7491310601744904,0,0.34820224761709206,-0.2067936485059295,0.10955098798936833,0.05489605021601512,-0.4924511351160437,0.30544185110315597,1,0,-1,3
-0.5922603960560809,1,28,116,136,3,1,-0.6562589496524849,1,-0.20934021110661458,-0.2067936485059295,0.30652465728642897,-0.020084783351206933,-0.04875054278767131,0.724484950793907,1,0,-1,0
0.016637271885740434,0,35,51,313,58,1,1.8734430680360705,2,-1.1385776423127922,-0.2067936485059295,0.004950310944175081,0.7696641357282588,0.3949500495407011,0.5492678819461405,1,0,-1,3
-0.30680856635421544,1,21,327,502,54,2,0.1307594558506213,1,2.1923811495493526,-0.2067936485059295,1.0847428231704115,1.2961826402159518,-0.04875054278767131,1.2783749690873811,1,0,-1,4
-0.9997795408356885,0,20,230,555,97,1,-1.218414953583275,3,1.9207579004275468,-0.2067936485059295,-1.0246571573609522,1.268073764579853,0.8386506418690736,0.6724185667661023,1,0,-1,3
0.2868777942919232,1,0,615,491,33,0,0.6366998593883324,0,-0.6382190255094659,-0.2067936485059295,1.7232720615590722,0.440424335540024,-0.04875054278767131,-0.9998252778571539,1,0,-1,2
-0.9641837113757462,1,25,450,181,64,0,0.2994062570298583,0,0.062283038015191215,-0.2067936485059295,2.381146630575882,0.9670177091017796,1.282351234197446,0.2450105136970974,1,0,-1,1
0.6457481634862393,1,28,166,108,59,2,-1.49949295554867,3,-0.7382907488701311,-0.2067936485059295,-0.8629409620821399,-0.14226012126746232,0.8386506418690736,1.1562948482329782,1,0,-1,0
0.13291469747481047,1,35,411,313,2,1,-1.330846154369433,3,-1.4530887728748834,-0.2067936485059295,-1.0547866444665035,-1.5997984142047117,0.8386506418690736,-0.03903496357760191,1,0,-1,4
